"course_code","sdg_number","sdg_name","addressed","justification","timestamp"
"SAHT9204","10","Reduced Inequalities","Yes","The course includes ""Decolonisation"" and ""Anti Colonial"" as frameworks and topics, suggesting an examination of power imbalances and historical injustices within the context of art.","2025-04-30 04:57:07.636554"
"SAHT9204","16","Peace, Justice and Strong Institutions","Yes","The course examines art practices within wider social, cultural, political, and philosophical contexts, which can include themes related to justice and societal structures.","2025-04-30 04:57:07.636559"
"SAHT9204","0","analysed","analysed","analysed","2025-04-30 04:57:07.637977"
"LAWS8972","4","Quality Education","Yes","The course is a postgraduate level law course providing specialized education on international trade law and the WTO.","2025-04-30 04:57:10.752678"
"LAWS8972","8","Decent Work and Economic Growth","Yes","The course examines the regulation of international trade by the WTO, which is directly related to economic growth and potentially decent work through trade policies.","2025-04-30 04:57:10.752701"
"LAWS8972","10","Reduced Inequalities","Yes","The course mentions ""Interlinkages of trade and development,"" which can involve discussions on how trade policies affect inequalities between and within countries.","2025-04-30 04:57:10.752709"
"LAWS8972","16","Peace, Justice, and Strong Institutions","Yes","The course focuses on the legal framework and dispute settlement mechanisms of the WTO, a key international institution for regulating trade and promoting a rule-based system.","2025-04-30 04:57:10.752725"
"LAWS8972","17","Partnerships for the Goals","Yes","The course examines the World Trade Organisation, a major international body facilitating partnerships for global trade and economic cooperation.","2025-04-30 04:57:10.752732"
"LAWS8972","0","analysed","analysed","analysed","2025-04-30 04:57:10.754432"
"ARTS1241","4","Quality Education","Yes","The course provides education on environmental advocacy and activism.","2025-04-30 04:57:13.311811"
"ARTS1241","13","Climate Action","Yes","The course focuses on environmental advocacy and activism, which directly relates to addressing climate change.","2025-04-30 04:57:13.311835"
"ARTS1241","15","Life on Land","Yes","The course focuses on environmental issues, which includes the protection of terrestrial ecosystems.","2025-04-30 04:57:13.311841"
"ARTS1241","16","Peace, Justice and Strong Institutions","Yes","The course examines governance structures, power relations, and how citizens respond to initiatives, which relates to peace, justice, and institutions.","2025-04-30 04:57:13.311845"
"ARTS1241","17","Partnerships for the Goals","Yes","The course examines advocacy and activism campaigns, which often involve partnerships between different groups to achieve environmental goals.","2025-04-30 04:57:13.311848"
"ARTS1241","0","analysed","analysed","analysed","2025-04-30 04:57:13.313063"
"EDST6746","4","Quality Education","Yes","The course is specifically designed to teach postgraduate and undergraduate students how to teach Economics at an advanced level in secondary contexts, focusing on curriculum development, teaching strategies, assessment, and professional standards for teachers.","2025-04-30 04:57:15.461819"
"EDST6746","10","Reduced Inequalities","Yes","The course outline mentions demonstrating knowledge of teaching strategies responsive to the learning strengths and needs of students from diverse linguistic, cultural, religious, and socioeconomic backgrounds, and differentiating teaching to meet the specific learning needs of students across the full range of abilities. It also includes a national priority area elaboration on teaching students from non-English-speaking backgrounds.","2025-04-30 04:57:15.461832"
"EDST6746","0","analysed","analysed","analysed","2025-04-30 04:57:15.462947"
"ZEIT8245","4","Quality Education","Yes","The course provides postgraduate education in systems thinking and modelling.","2025-04-30 04:57:17.716364"
"ZEIT8245","9","Industry, Innovation and Infrastructure","Yes","The course focuses on systems thinking and modelling relevant to systems engineering and project management, which are crucial for industry and infrastructure development.","2025-04-30 04:57:17.716382"
"ZEIT8245","0","analysed","analysed","analysed","2025-04-30 04:57:17.717606"
"COMP9334","4","Quality Education","Yes","The course provides technical education in capacity planning of computer systems and networks.","2025-04-30 04:57:19.968409"
"COMP9334","9","Industry, Innovation and Infrastructure","Yes","The course focuses on the performance and design of computer systems and networks, which are critical infrastructure for industry and innovation.","2025-04-30 04:57:19.968433"
"COMP9334","0","analysed","analysed","analysed","2025-04-30 04:57:19.969741"
"JURD7613","4","Quality Education","Yes","The course provides postgraduate education on international law and Indigenous peoples' rights.","2025-04-30 04:57:22.848371"
"JURD7613","8","Decent Work and Economic Growth","Yes","The course mentions the World Bank, IMF, MNCs, and economic development in relation to Indigenous peoples, which relates to economic growth.","2025-04-30 04:57:22.848381"
"JURD7613","10","Reduced Inequalities","Yes","The course focuses on the rights of Indigenous Peoples in international law, directly addressing inequalities faced by this group.","2025-04-30 04:57:22.848383"
"JURD7613","13","Climate Action","Yes","The course mentions Indigenous Knowledge and Climate Change, indicating a link to climate action.","2025-04-30 04:57:22.848387"
"JURD7613","16","Peace, Justice and Strong Institutions","Yes","The course is centered on international law, human rights, and the role of international institutions (UN, ILO, OAS, WTO) in relation to Indigenous peoples, directly addressing peace, justice, and strong institutions.","2025-04-30 04:57:22.848390"
"JURD7613","17","Partnerships for the Goals","Yes","The course examines the engagement of Indigenous peoples with the United Nations system and other international bodies, highlighting partnerships for advancing their rights.","2025-04-30 04:57:22.848392"
"JURD7613","0","analysed","analysed","analysed","2025-04-30 04:57:22.849127"
"DART3130","4","Quality Education","Yes","The course provides advanced technical and conceptual education in photography, aligning with the goal of providing quality education.","2025-04-30 04:57:25.294789"
"DART3130","0","analysed","analysed","analysed","2025-04-30 04:57:25.296192"
"SRAP5101","4","Quality Education","Yes","The course is a postgraduate level course focused on developing research skills, which directly contributes to quality education.","2025-04-30 04:57:28.056963"
"SRAP5101","16","Peace, Justice and Strong Institutions","Yes","The course includes a module on ""Research ethics,"" which is relevant to promoting ethical practices in research and potentially informing policy and institutions. The course also focuses on research methods relevant to the study of policy, development and international relations, which can contribute to understanding and strengthening institutions.","2025-04-30 04:57:28.056974"
"SRAP5101","0","analysed","analysed","analysed","2025-04-30 04:57:28.058049"
"LAWS8180","4","Quality Education","Yes","The course is a postgraduate level course providing education in international law.","2025-04-30 04:57:29.900153"
"LAWS8180","16","Peace, Justice, and Strong Institutions","Yes","The course focuses on international law, which is fundamental to peace, justice, and the functioning of international institutions. Topics include dispute resolution, state responsibility, and the structure of the international legal system.","2025-04-30 04:57:29.900164"
"LAWS8180","17","Partnerships for the Goals","Yes","International law inherently involves cooperation and partnerships between states and other actors to address global issues, which aligns with the spirit of this","2025-04-30 04:57:29.900169"
"LAWS8180","0","analysed","analysed","analysed","2025-04-30 04:57:29.901193"
"ZBUS8306","4","Quality Education","Yes","The course is a postgraduate level course providing specialized education in capability and technology management, specifically focusing on asset sustainment.","2025-04-30 04:57:32.460716"
"ZBUS8306","8","Decent Work and Economic Growth","Yes","The course focuses on efficient and effective asset management, supply chains, and life cycle costing, which are directly relevant to improving productivity and resource efficiency in economic activities.","2025-04-30 04:57:32.460728"
"ZBUS8306","9","Industry, Innovation and Infrastructure","Yes","The course is specifically about sustaining physical assets and infrastructure, including maintenance, inventory, supply chains, and configuration management, which are fundamental to resilient infrastructure and industrialization.","2025-04-30 04:57:32.460733"
"ZBUS8306","12","Responsible Consumption and Production","Yes","The course covers life cycle costing and efficient asset management, which are key concepts for promoting sustainable consumption and production patterns by minimizing waste and maximizing resource efficiency over the life of assets.","2025-04-30 04:57:32.460736"
"ZBUS8306","0","analysed","analysed","analysed","2025-04-30 04:57:32.462007"
"MARK3081","4","Quality Education","Yes","The course provides specialized education in distribution strategy and retail channels.","2025-04-30 04:57:34.280735"
"MARK3081","8","Decent Work and Economic Growth","Yes","The course focuses on business strategies related to distribution and retail, which are integral to economic activity and job creation.","2025-04-30 04:57:34.280744"
"MARK3081","9","Industry, Innovation and Infrastructure","Yes","The course covers logistics and supply chain management, which are directly related to infrastructure and industrial processes.","2025-04-30 04:57:34.280748"
"MARK3081","0","analysed","analysed","analysed","2025-04-30 04:57:34.281731"
"MUSC1802","3","Good Health and Well-being","Yes","CLO1 mentions ""healthy professional practice"".","2025-04-30 04:57:37.274127"
"MUSC1802","4","Quality Education","Yes","The entire course provides education in music craft.","2025-04-30 04:57:37.274142"
"MUSC1802","8","Decent Work and Economic Growth","Yes","CLO4 addresses ""the music industry and career building"".","2025-04-30 04:57:37.274154"
"MUSC1802","9","Industry, Innovation and Infrastructure","Yes","CLO2 focuses on ""electronic tools to expand creative practice"" and the course uses ""purpose-built labs"".","2025-04-30 04:57:37.274159"
"MUSC1802","0","analysed","analysed","analysed","2025-04-30 04:57:37.275686"
"MFAC1501","4","Quality Education","Yes","The entire course is a medical education program designed to provide foundational knowledge and skills to medical students.","2025-04-30 04:57:44.032663"
"MFAC1501","3","Good Health and Well-being","Yes","The course explicitly addresses student support and wellbeing, mental health, sleep, self-care plans, and the health impacts of climate change and social determinants on health.","2025-04-30 04:57:44.032681"
"MFAC1501","10","Reduced Inequalities","Yes","The course includes content on Aboriginal and Torres Strait Islander health and wellbeing, cultural determinants of health, and addressing systemic racism in the health system, directly addressing health inequalities.","2025-04-30 04:57:44.032687"
"MFAC1501","13","Climate Action","Yes","Project 1 specifically focuses on ""The Health Impacts of Climate Change in the Torres Strait Islands,"" directly linking climate change to health outcomes.","2025-04-30 04:57:44.032693"
"MFAC1501","16","Peace, Justice and Strong Institutions","Yes","The course covers ethical and legal implications of healthcare, professionalism, and navigating the healthcare system, contributing to strong institutions and ethical practice.","2025-04-30 04:57:44.032698"
"MFAC1501","17","Partnerships for the Goals","Yes","The course emphasizes teamwork, collaborative learning, peer support, and engaging with various stakeholders (patients, colleagues, communities), which aligns with the spirit of partnerships.","2025-04-30 04:57:44.032703"
"MFAC1501","0","analysed","analysed","analysed","2025-04-30 04:57:44.034252"
"PSYC2081","3","Good Health and Well-being","Yes","The course applies concepts of associative learning to understand mental health issues such as anxiety, addiction, and schizophrenia (CLO5).","2025-04-30 04:57:45.904522"
"PSYC2081","4","Quality Education","Yes","The course provides undergraduate education in psychology, focusing on learning and physiological processes.","2025-04-30 04:57:45.904532"
"PSYC2081","16","Peace, Justice and Strong Institutions","Yes","The course includes understanding and evaluating ethical issues involved in animal and human research (CLO6).","2025-04-30 04:57:45.904536"
"PSYC2081","0","analysed","analysed","analysed","2025-04-30 04:57:45.905604"
"ECON7202","1","No Poverty","Yes","The course description explicitly mentions applying policy evaluation methods to policies and programs in areas including ""social welfare and poverty"".","2025-04-30 04:57:49.459829"
"ECON7202","3","Good Health and Well-being","Yes","The course description explicitly mentions applying policy evaluation methods to policies and programs in areas including ""health care"".","2025-04-30 04:57:49.459844"
"ECON7202","4","Quality Education","Yes","The course description explicitly mentions applying policy evaluation methods to policies and programs in areas including ""education"". The course itself also provides postgraduate education in economics.","2025-04-30 04:57:49.459848"
"ECON7202","8","Decent Work and Economic Growth","Yes","The course description explicitly mentions applying policy evaluation methods to policies and programs in areas including ""labour markets"".","2025-04-30 04:57:49.459857"
"ECON7202","10","Reduced Inequalities","Yes","Evaluating policies related to social welfare and poverty (mentioned in the description) directly relates to reducing inequalities.","2025-04-30 04:57:49.459868"
"ECON7202","16","Peace, Justice and Strong Institutions","Yes","The course description explicitly mentions applying policy evaluation methods to policies and programs in areas including ""political economy"" and ""crime"", which relate to justice and institutions.","2025-04-30 04:57:49.459880"
"ECON7202","0","analysed","analysed","analysed","2025-04-30 04:57:49.461214"
"HDAT9100","3","Good Health and Well-being","Yes","The course focuses on health data science, measuring health outcomes, and analyzing health delivery systems, directly contributing to understanding and improving health and well-being.","2025-04-30 04:57:52.531630"
"HDAT9100","4","Quality Education","Yes","The course provides postgraduate education in Health Data Science.","2025-04-30 04:57:52.531644"
"HDAT9100","10","Reduced Inequalities","Yes","The course aims to introduce measuring health outcomes and disparities in health, and how health data can reveal inequalities in health.","2025-04-30 04:57:52.531658"
"HDAT9100","0","analysed","analysed","analysed","2025-04-30 04:57:52.533065"
"BIOS1301","4","Quality Education","Yes","The course provides education in ecology, sustainability, and environmental science at the undergraduate and postgraduate levels.","2025-04-30 04:57:54.682695"
"BIOS1301","6","Clean Water and Sanitation","Yes","The course includes practicals involving water quality testing.","2025-04-30 04:57:54.682707"
"BIOS1301","13","Climate Action","Yes","The course addresses changing climates and their effects.","2025-04-30 04:57:54.682712"
"BIOS1301","14","Life Below Water","Yes","The course includes content on fisheries management.","2025-04-30 04:57:54.682716"
"BIOS1301","15","Life on Land","Yes","The course focuses heavily on ecology, biodiversity, environmental degradation, land clearing, protected area management, and exotic/invasive species, all related to terrestrial ecosystems.","2025-04-30 04:57:54.682720"
"BIOS1301","0","analysed","analysed","analysed","2025-04-30 04:57:54.683967"
"DART2220","4","Quality Education","Yes","The course provides technical and creative education in visual effects.","2025-04-30 04:57:57.170920"
"DART2220","0","analysed","analysed","analysed","2025-04-30 04:57:57.172241"
"MNGT5587","4","Quality Education","Yes","The course is a postgraduate research project extending an MBA program, contributing to quality education.","2025-04-30 04:58:00.089897"
"MNGT5587","8","Decent Work and Economic Growth","Yes","The course is in business and management and relates to students' career aspirations, which can contribute to economic growth and decent work.","2025-04-30 04:58:00.089914"
"MNGT5587","9","Industry, Innovation and Infrastructure","Yes","The research project can be in an area relevant to business and management, potentially contributing to industry and innovation.","2025-04-30 04:58:00.089919"
"MNGT5587","12","Responsible Consumption and Production","Yes","The course explicitly mentions familiarizing students with Responsible Management and the UN Principles of Responsible Management Education, which reference the","2025-04-30 04:58:00.089928"
"MNGT5587","16","Peace, Justice and Strong Institutions","Yes","The course mentions exploring issues related to ethics and sustainability on management topics, which aligns with promoting ethical practices and potentially strong institutions.","2025-04-30 04:58:00.089940"
"MNGT5587","17","Partnerships for the Goals","Yes","The course references the UN Principles of Responsible Management Education and the UN Sustainable Development Goals, indicating an awareness of global partnerships for sustainable development.","2025-04-30 04:58:00.089945"
"MNGT5587","0","analysed","analysed","analysed","2025-04-30 04:58:00.091436"
"ACCT5938","4","Quality Education","Yes","The course is a postgraduate level program providing specialized education in accounting, strategy, and leadership.","2025-04-30 04:58:02.258833"
"ACCT5938","8","Decent Work and Economic Growth","Yes","The course focuses on developing skills in strategy and leadership for accounting professionals, contributing to their ability to perform effectively in the global economy and potentially fostering economic growth through improved organizational performance.","2025-04-30 04:58:02.258843"
"ACCT5938","9","Industry, Innovation and Infrastructure","Yes","The course addresses ""current and emerging technologies and emerging business models"" and includes a lecture on ""Strategy and Leadership for Emerging Business Models,"" indicating a focus on innovation within the business environment.","2025-04-30 04:58:02.258848"
"ACCT5938","17","Partnerships for the Goals","Yes","The course is delivered in conjunction with CPA Australia, demonstrating a partnership between an academic institution and a professional body.","2025-04-30 04:58:02.258850"
"ACCT5938","0","analysed","analysed","analysed","2025-04-30 04:58:02.259936"
"JURD7294","4","Quality Education","Yes","The course provides postgraduate legal education and specialized skills training for in-house counsel.","2025-04-30 04:58:04.923578"
"JURD7294","8","Decent Work and Economic Growth","Yes","The course trains professionals for a specific role within the legal profession, contributing to the workforce and economic activity.","2025-04-30 04:58:04.923594"
"JURD7294","9","Industry, Innovation and Infrastructure","Yes","The course includes a topic on ""Technology and Legal Services Delivery,"" which relates to innovation in the legal industry.","2025-04-30 04:58:04.923598"
"JURD7294","16","Peace, Justice and Strong Institutions","Yes","The course focuses on legal practice, ethics, compliance, and interacting with government agencies and regulators, all of which contribute to strong institutions and access to justice within organizations.","2025-04-30 04:58:04.923610"
"JURD7294","0","analysed","analysed","analysed","2025-04-30 04:58:04.924801"
"AGSM9271","4","Quality Education","Yes","The course is a postgraduate level course providing education in change management.","2025-04-30 04:58:08.096320"
"AGSM9271","8","Decent Work and Economic Growth","Yes","The course focuses on improving effectiveness as a change agent in organisations, which can contribute to improved productivity and potentially economic growth.","2025-04-30 04:58:08.096351"
"AGSM9271","9","Industry, Innovation and Infrastructure","Yes","The course deals with organisational change, which is relevant to industry and potentially innovation.","2025-04-30 04:58:08.096355"
"AGSM9271","12","Responsible Consumption and Production","Yes","CLO9 explicitly mentions identifying and considering ethical, environmental and/or sustainability issues in making decisions about organisational change.","2025-04-30 04:58:08.096362"
"AGSM9271","13","Climate Action","Yes","CLO9 explicitly mentions identifying and considering environmental and/or sustainability issues in making decisions about organisational change, which can include climate action.","2025-04-30 04:58:08.096366"
"AGSM9271","16","Peace, Justice and Strong Institutions","Yes","The course addresses leadership, teamwork, and responsible business practice (PLO5), which are relevant to building strong institutions.","2025-04-30 04:58:08.096372"
"AGSM9271","0","analysed","analysed","analysed","2025-04-30 04:58:08.097535"
"MATS6007","4","Quality Education","Yes","The course is a postgraduate level course providing in-depth knowledge and skills in sustainable materials engineering.","2025-04-30 04:58:10.759127"
"MATS6007","6","Clean Water and Sanitation","Yes","The course content includes ""water purification"" as a topic.","2025-04-30 04:58:10.759142"
"MATS6007","7","Affordable and Clean Energy","Yes","The course explores sustainable energy production and storage and addresses energy waste.","2025-04-30 04:58:10.759146"
"MATS6007","9","Industry, Innovation and Infrastructure","Yes","The course focuses on sustainable materials for transportation and infrastructure and discusses transformative strategies for sustainable systems.","2025-04-30 04:58:10.759151"
"MATS6007","11","Sustainable Cities and Communities","Yes","The course addresses sustainable materials for infrastructure and transportation, key components of sustainable urban development.","2025-04-30 04:58:10.759155"
"MATS6007","12","Responsible Consumption and Production","Yes","The core of the course is about the sustainable life cycle of materials, reducing environmental impact, and circular economy principles.","2025-04-30 04:58:10.759161"
"MATS6007","13","Climate Action","Yes","The course includes content on reducing carbon footprints and minimizing environmental impact, directly related to climate change mitigation.","2025-04-30 04:58:10.759165"
"MATS6007","17","Partnerships for the Goals","Yes","The course involves group work and discussions, promoting collaboration which is a component of partnerships.","2025-04-30 04:58:10.759175"
"MATS6007","0","analysed","analysed","analysed","2025-04-30 04:58:10.760667"
"ARTS2661","3","Good Health and Well-being","Yes","Course content includes topics on ""health matters"".","2025-04-30 04:58:13.318376"
"ARTS2661","4","Quality Education","Yes","The course provides intermediate level education in the Korean language and culture.","2025-04-30 04:58:13.318386"
"ARTS2661","8","Decent Work and Economic Growth","Yes","Course content includes topics on ""money matters and employment"" and ""typical organisational structures of companies in general"".","2025-04-30 04:58:13.318394"
"ARTS2661","10","Reduced Inequalities","Yes","Course content includes topics on ""immigration"" and ""overseas Koreans and the Korean community in Australia"", which can contribute to understanding and potentially reducing inequalities related to these groups.","2025-04-30 04:58:13.318399"
"ARTS2661","16","Peace, Justice and Strong Institutions","Yes","Course content includes topics on ""institutions of our society"" and the ""political system"" of Korea.","2025-04-30 04:58:13.318409"
"ARTS2661","0","analysed","analysed","analysed","2025-04-30 04:58:13.319483"
"ZEIT3215","4","Quality Education","Yes","The course provides technical education in signals and systems, contributing to quality education in engineering.","2025-04-30 04:58:15.059255"
"ZEIT3215","9","Industry, Innovation and Infrastructure","Yes","The course focuses on signals and systems analysis, which is fundamental to various engineering fields and technological infrastructure.","2025-04-30 04:58:15.059267"
"ZEIT3215","17","Partnerships for the Goals","Yes","The course is offered by UNSW Canberra, indicating a partnership in providing education.","2025-04-30 04:58:15.059271"
"ZEIT3215","0","analysed","analysed","analysed","2025-04-30 04:58:15.060489"
"MATH6781","3","Good Health and Well-being","Yes","The course includes mathematical modelling of the spread of infectious diseases, drug delivery and metabolism, and tumour growth, which directly relate to health and well-being.","2025-04-30 04:58:16.800360"
"MATH6781","4","Quality Education","Yes","The course provides postgraduate and undergraduate education in biomathematics, focusing on mathematical modelling and data analysis for biological and biomedical systems.","2025-04-30 04:58:16.800373"
"MATH6781","15","Life on Land","Yes","The course includes mathematical modelling of population dynamics and the formation of animal coat patterns, which relate to biological systems on land.","2025-04-30 04:58:16.800378"
"MATH6781","0","analysed","analysed","analysed","2025-04-30 04:58:16.801569"
"MGMT3724","4","Quality Education","Yes","The course provides undergraduate education in Strategic Human Resource Management.","2025-04-30 04:58:18.745927"
"MGMT3724","8","Decent Work and Economic Growth","Yes","The course focuses on strategic human resource management, which directly relates to creating productive employment and decent work within organizations.","2025-04-30 04:58:18.745940"
"MGMT3724","9","Industry, Innovation and Infrastructure","Yes","The course examines how human resource management can drive firm performance and integrate stakeholder concerns into organizational decisions and strategies, contributing to sustainable industrialization and innovation.","2025-04-30 04:58:18.745945"
"MGMT3724","12","Responsible Consumption and Production","Yes","The course mentions integrating stakeholder concerns into organizational decisions and strategies, which can include considerations of responsible consumption and production patterns.","2025-04-30 04:58:18.745949"
"MGMT3724","16","Peace, Justice and Strong Institutions","Yes","The course discusses how strategies can be formed and enacted in organizations and the internal and external environmental contexts, which can relate to building effective, accountable, and inclusive institutions.","2025-04-30 04:58:18.745953"
"MGMT3724","0","analysed","analysed","analysed","2025-04-30 04:58:18.747169"
"HDAT9200","3","Good Health and Well-being","Yes","Course focuses on statistical foundations for health data science and epidemiology, directly contributing to understanding and improving health outcomes.","2025-04-30 04:58:20.895720"
"HDAT9200","4","Quality Education","Yes","The course provides specialized education in statistical foundations for health data science at the undergraduate and postgraduate levels.","2025-04-30 04:58:20.895729"
"HDAT9200","0","analysed","analysed","analysed","2025-04-30 04:58:20.896732"
"AVIA5020","4","Quality Education","Yes","The course is a postgraduate level research project in Aviation Management, contributing to specialized education.","2025-04-30 04:58:22.432902"
"AVIA5020","9","Industry, Innovation and Infrastructure","Yes","The course focuses on research relevant to the aviation industry, which is a key part of infrastructure.","2025-04-30 04:58:22.432918"
"AVIA5020","17","Partnerships for the Goals","Yes","The course description mentions support from ""experienced aviation and road transport academics and industry experts,"" indicating collaboration.","2025-04-30 04:58:22.432924"
"AVIA5020","0","analysed","analysed","analysed","2025-04-30 04:58:22.434353"
"ARTS2813","4","Quality Education","Yes","The course provides undergraduate education in International Security.","2025-04-30 04:58:24.449372"
"ARTS2813","5","Gender Equality","Yes","The course includes a week specifically on ""Gender and Violence (Feminist approaches to International Security)"".","2025-04-30 04:58:24.449379"
"ARTS2813","10","Reduced Inequalities","Yes","The course examines issues such as the Black Lives Matter movement, ethnic strife, and the securitisation of migrants and refugees, which relate to inequalities.","2025-04-30 04:58:24.449381"
"ARTS2813","13","Climate Action","Yes","The course mentions contemporary security concerns related to ""climate justice"" and ""environmental security"".","2025-04-30 04:58:24.449383"
"ARTS2813","16","Peace, Justice, and Strong Institutions","Yes","The core subject of the course is International Security, which directly relates to peace, conflict, and governance. It also examines different theoretical frameworks for understanding these issues.","2025-04-30 04:58:24.449385"
"ARTS2813","0","analysed","analysed","analysed","2025-04-30 04:58:24.450050"
"INFS4854","4","Quality Education","Yes","The course provides advanced education in Information Systems Strategy and Management, contributing to knowledge and skills development.","2025-04-30 04:58:26.233480"
"INFS4854","8","Decent Work and Economic Growth","Yes","The course focuses on strategic IT management, which is crucial for business growth, innovation, and potentially creating decent work opportunities.","2025-04-30 04:58:26.233492"
"INFS4854","9","Industry, Innovation and Infrastructure","Yes","The course directly addresses the strategic role of IT-enabled innovation and the management of IT infrastructure within organizations.","2025-04-30 04:58:26.233497"
"INFS4854","17","Partnerships for the Goals","Yes","The course emphasizes teamwork and collaboration (PLO4, CLO6), which are essential for effective partnerships.","2025-04-30 04:58:26.233501"
"INFS4854","0","analysed","analysed","analysed","2025-04-30 04:58:26.234755"
"ZINT2501","4","Quality Education","Yes","The course is a university-level engineering course providing technical education.","2025-04-30 04:58:27.962173"
"ZINT2501","9","Industry, Innovation and Infrastructure","Yes","The course focuses on engineering materials, which are fundamental to infrastructure development and industrial processes.","2025-04-30 04:58:27.962189"
"ZINT2501","12","Responsible Consumption and Production","Yes","The course learning outcomes include an appreciation of sustainability in engineering practice, which relates to responsible use of materials.","2025-04-30 04:58:27.962194"
"ZINT2501","0","analysed","analysed","analysed","2025-04-30 04:58:27.963682"
"ECON2403","1","No Poverty","Yes","The course description explicitly mentions ""poverty"" as a substantive topic that empirical methods are useful for analysing.","2025-04-30 04:58:30.419087"
"ECON2403","3","Good Health and Well-being","Yes","The course description explicitly mentions ""public health"" as a substantive topic that empirical methods are useful for analysing, and a reading in Week 8 is about Vitamin A supplementation.","2025-04-30 04:58:30.419103"
"ECON2403","4","Quality Education","Yes","The course description explicitly mentions ""education"" as a substantive topic that empirical methods are useful for analysing, and a reading in Week 2 is about textbooks and test scores.","2025-04-30 04:58:30.419109"
"ECON2403","8","Decent Work and Economic Growth","Yes","The course description explicitly mentions ""economic growth"" and ""wage determination"" as substantive topics that empirical methods are useful for analysing. Readings in Weeks 5 and 7 discuss the impact of the Mariel Boatlift on the Miami Labor Market and minimum wages and employment.","2025-04-30 04:58:30.419114"
"ECON2403","16","Peace, Justice, and Strong Institutions","Yes","The course description explicitly mentions ""democracy,"" ""corruption,"" and ""judicial behaviour"" as substantive topics that empirical methods are useful for analysing. A reading in Week 8 is titled ""Democracy does cause growth.""","2025-04-30 04:58:30.419118"
"ECON2403","0","analysed","analysed","analysed","2025-04-30 04:58:30.420517"
"ZEIT2501","4","Quality Education","Yes","The course provides undergraduate-level education in mechanical and electronic design, including theoretical knowledge and practical application through a project.","2025-04-30 04:58:33.287636"
"ZEIT2501","9","Industry, Innovation and Infrastructure","Yes","The course focuses on developing sound design practice, concept development, detailed design, fabrication, testing, and evaluation of mechatronic systems, which directly relates to building resilient infrastructure, promoting inclusive and sustainable industrialization and fostering innovation.","2025-04-30 04:58:33.287650"
"ZEIT2501","12","Responsible Consumption and Production","Yes","The course involves material choice and manufacturing considerations, which can implicitly address responsible production practices, although the extent of this is not explicitly detailed.","2025-04-30 04:58:33.287655"
"ZEIT2501","17","Partnerships for the Goals","Yes","The course involves participation in the Warman Design and Build Competition, which is a collaboration activity, and also emphasizes teamwork and group projects.","2025-04-30 04:58:33.287658"
"ZEIT2501","0","analysed","analysed","analysed","2025-04-30 04:58:33.288858"
"LAWS8256","4","Quality Education","Yes","The course is a postgraduate level university course providing specialized legal education.","2025-04-30 04:58:35.744377"
"LAWS8256","13","Climate Action","Yes","The course description mentions planetary ecological degradation and connects to climate science.","2025-04-30 04:58:35.744390"
"LAWS8256","15","Life on Land","Yes","The core topic of the course is the legal rights of nature and environmental law, directly addressing the protection of terrestrial ecosystems.","2025-04-30 04:58:35.744394"
"LAWS8256","16","Peace, Justice and Strong Institutions","Yes","The course focuses on legal frameworks, justice, and the role of institutions in environmental protection through the lens of rights of nature.","2025-04-30 04:58:35.744398"
"LAWS8256","17","Partnerships for the Goals","Yes","The course examines international collaboration and exchange in the context of rights of nature laws.","2025-04-30 04:58:35.744402"
"LAWS8256","0","analysed","analysed","analysed","2025-04-30 04:58:35.745584"
"EDST6723","4","Quality Education","Yes","The entire course is focused on training future teachers in effective English language and literacy instruction for secondary students, directly contributing to quality education.","2025-04-30 04:58:38.066432"
"EDST6723","5","Gender Equality","Yes","The assessment task explicitly mentions ""gender inclusivity"" as a contemporary issue to be addressed in teaching materials, promoting awareness and discussion around gender equality.","2025-04-30 04:58:38.066447"
"EDST6723","10","Reduced Inequalities","Yes","The course emphasizes strategies for teaching students from diverse linguistic, cultural, religious, and socioeconomic backgrounds, as well as students with special educational needs and those from non-English-speaking backgrounds, directly addressing reduced inequalities in education.","2025-04-30 04:58:38.066453"
"EDST6723","16","Peace, Justice, and Strong Institutions","Yes","The course promotes developing rapport with students and creating a positive classroom learning environment, which contributes to a peaceful and inclusive learning environment.","2025-04-30 04:58:38.066460"
"EDST6723","17","Partnerships for the Goals","Yes","The course encourages communication and liaison with diverse members of the education community, implying collaboration and partnerships within the education sector.","2025-04-30 04:58:38.066465"
"EDST6723","0","analysed","analysed","analysed","2025-04-30 04:58:38.067982"
"PLTX1040","4","Quality Education","Yes","The course provides practical legal training and education in ethics, professional responsibility, and accounting for aspiring lawyers.","2025-04-30 04:58:39.738547"
"PLTX1040","16","Peace, Justice, and Strong Institutions","Yes","The course focuses on the ethics, values, and professional responsibility of lawyers, contributing to the development of a just legal system and strong institutions. It covers complying with professional conduct rules and legal duties.","2025-04-30 04:58:39.738561"
"PLTX1040","0","analysed","analysed","analysed","2025-04-30 04:58:39.739849"
"CHEM3071","4","Quality Education","Yes","The course provides advanced education in chemistry, specifically focusing on catalysis, systems, and biology, contributing to quality education.","2025-04-30 04:58:41.377973"
"CHEM3071","9","Industry, Innovation and Infrastructure","Yes","The course covers catalysis and molecular design, which are fundamental to chemical processes and potentially contribute to innovation in industry.","2025-04-30 04:58:41.377986"
"CHEM3071","12","Responsible Consumption and Production","Yes","Catalysis is a key area for developing more efficient and less wasteful chemical processes, directly relevant to responsible consumption and production.","2025-04-30 04:58:41.377990"
