"course_code","sdg_number","sdg_name","addressed","target_number","target_name","justification","timestamp"
"ECON3125","8","Decent Work and Economic Growth","Yes","8.5","Full and productive employment and decent work for all women and men","The course examines ""the connections between human capital and the labour market"" and CLO1 is to ""Articulate the importance of health and human capital to individual well-being and economic growth."" Understanding the link between human capital and the labour market is directly relevant to productive employment.","2025-04-29 21:39:33.295578"
"ECON3125","10","Reduced Inequalities","Yes","10.2","Promote universal social, economic and political inclusion","The course learning outcome CLO3 is to ""Consider ways in which policy may help reduce the considerable inequality in health and human capital across society."" This directly addresses reducing inequality, which is a core component of promoting inclusion.","2025-04-29 21:39:33.295615"
"ECON3125","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:39:33.296790"
"ZEIT3221","4","Quality Education","Yes","4.4","Skills for employment, decent jobs and entrepreneurship","The outline explicitly states the course is at the undergraduate study level and lists ""Course Learning Outcomes"" that align with ""Engineers Australia - Professional Engineer (Stage 1)"", indicating the development of skills relevant to the engineering profession.","2025-04-29 21:39:37.397051"
"ZEIT3221","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:39:37.398373"
"MINE3230","4","Quality Education","Yes","4.4","Skills for employment, decent jobs and entrepreneurship","The outline explicitly states the course ""equipping students with the knowledge and skills required for mine planning engineering roles within the industry"" and aims to provide ""knowledge and skills required for mine planning engineering roles within the industry"".","2025-04-29 21:39:42.927082"
"MINE3230","8","Decent Work and Economic Growth","Yes","8.2","Diversify, technologize and innovate for economic diversification, technological upgrading and innovation","The outline explicitly states the course aims to ""Maximising value added at all management levels and planning horizons"" and ""Supporting decisions across the entire value chain of the mining business"", which directly relates to improving economic productivity through diversification, technological upgrading, and innovation within the mining sector.","2025-04-29 21:39:42.927160"
"MINE3230","9","Industry, Innovation and Infrastructure","Yes","9.4","Upgrade all industries and infrastructures for sustainability","The outline explicitly mentions ""Optimisation Techniques"", ""Assessing different mitigation and optimisation strategies"", and using ""Mining Software Assistance"" to ""generate an appropriate technical/economic model"" and ""determine...the production and development schedule"". This directly supports upgrading infrastructure and industries through optimization and technology.","2025-04-29 21:39:42.927215"
"MINE3230","12","Responsible Consumption and Production","Yes","12.2","Sustainable management and efficient use of natural resources","The outline explicitly states the course involves ""Managing and optimising all resources, both geological and materials"" and ""Assessing and determining the more suitable extraction and processing strategy from an economical and technical point of view"". This directly addresses the sustainable management and efficient use of natural resources in mining.","2025-04-29 21:39:42.927275"
"MINE3230","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:39:42.928694"
"SOCF5102","3","Good Health and Well-being","Yes","3.4","Non-communicable diseases and mental health","The course explicitly introduces ""selected key therapy frameworks (for example- family therapy, narrative, cognitive, behavioural, interpersonal-psychotherapy, and /or mindfulness- based frameworks)"" and aims for students to ""Utilise skills in relation to each therapy framework with individuals, couples, families, and groups."" These frameworks and skills are directly relevant to addressing mental health issues, which are a significant component of non-communicable diseases.","2025-04-29 21:39:46.817432"
"SOCF5102","4","Quality Education","Yes","4.4","Skills for employment","The course aims to develop a ""critical understanding of the theoretical and skills base of these frameworks"" and ""Utilise skills in relation to each therapy framework"". These are practical skills in ""social work counselling practice"" that are directly applicable to employment in the social work and counselling fields.","2025-04-29 21:39:46.817590"
"SOCF5102","16","Peace, Justice and Strong Institutions","Yes","16.6","Effective, accountable and transparent institutions","The course includes a Course Learning Outcome to ""Engage with critical, ethical, and reflective practice skills and knowledge in selected counselling frameworks"". Ethical practice is a core component of ensuring accountability and transparency in professional social work and counselling, contributing to the development of more effective institutions in the social services sector.","2025-04-29 21:39:46.817665"
"SOCF5102","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:39:46.819622"
"LAWS3713","4","Quality Education","Yes","4.4","Skills for employment, decent jobs and entrepreneurship","The outline states that students will ""Demonstrate effective written and oral communication skills"" and ""Engage in self-led investigation and critical analysis of international law"", which are skills relevant for employment in legal or policy fields.","2025-04-29 21:39:52.142857"
"LAWS3713","10","Reduced Inequalities","Yes","10.2","Promote universal social, economic and political inclusion","The course explicitly focuses on ""Indigenous Peoples in International Law"" and the ""recognition of Indigenous rights"", directly addressing the inclusion of a marginalized group.","2025-04-29 21:39:52.142930"
"LAWS3713","16","Peace, Justice and Strong Institutions","Yes","16.3","Promote the rule of law and ensure equal access to justice","The course focuses on ""Indigenous Peoples in International Law"" and the ""recognition of Indigenous rights through current and newly established mechanisms"", which directly relates to promoting the rule of law and access to justice for Indigenous peoples within international legal frameworks.","2025-04-29 21:39:52.143012"
"LAWS3713","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:39:52.144572"
"PATH2201","3","Good Health and Well-being","Yes","3.4","Reduce non-communicable diseases and promote mental health","The course aims to ""provide you with a broad understanding of the pathological basis of human disease"" and covers ""common human diseases"" including ""pneumonia, tuberculosis, pulmonary embolism and myocardial infarction"" and ""neoplasia with examples of common tumours"". This knowledge directly contributes to understanding and potentially addressing the causes and mechanisms of major non-communicable diseases.","2025-04-29 21:39:56.135986"
"PATH2201","4","Quality Education","Yes","4.7","Education for sustainable development and global citizenship","The course includes a ""Pathology assignment"" where students ""prepare a patient information leaflet that outlines key information about the selected disease"" and ""critically evaluate the work submitted by one of your peers"" and ""Demonstrate professional skills including reflective practice and giving and responding to feedback"". This fosters critical thinking, communication, and peer evaluation skills relevant to responsible engagement with health information and collaborative learning.","2025-04-29 21:39:56.136139"
"PATH2201","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:39:56.137387"
"MARK2053","4","Quality Education","Yes","4.4","Skills for employment, decent jobs and entrepreneurship","The outline explicitly states the course aims to give students ""a real-world view of advertising and promotions"" and develops ""analytical and creative skills necessary to prepare a marketing communications plan,"" which directly relates to skills needed for employment in the marketing industry.","2025-04-29 21:40:00.678132"
"MARK2053","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:40:00.679202"
"PSYC5116","3","Good Health and Wellbeing","Yes","3.4","Non-communicable diseases and mental health","The course description explicitly states it ""will address advanced-level topics relating to the development and maintenance of wellbeing and resilience in children and adolescents,"" and the course aims include providing ""in-depth knowledge and understanding of contemporary research findings and theories that relate to core topic areas underpinning the development of wellbeing and resilience in early life."" This directly aligns with promoting mental health and wellbeing.","2025-04-29 21:40:03.918636"
"PSYC5116","4","Quality Education","Yes","4.4","Skills for employment","The course aims to ""equip students with the skills to design novel empirical research... and to translate the findings of such research for broader dissemination and practical application,"" and CLO5 states students will ""Write effectively in a variety of formats for a variety of purposes, demonstrating effective interpersonal communication skills and the ability to collaborate ethically and efficiently with peers."" These skills are directly applicable to future employment in relevant fields.","2025-04-29 21:40:03.918700"
"PSYC5116","10","Reduced Inequalities","Yes","10.2","Promote universal social, economic and political inclusion","CLO6 states students will ""Disseminate scientific information to diverse audiences in a manner that is sensitive to the values and beliefs of others, with a demonstrated ability to consider multiple different perspectives and acknowledge human diversity in scientific opinion."" This directly addresses promoting inclusion by considering diverse perspectives and acknowledging human diversity when communicating scientific information about wellbeing.","2025-04-29 21:40:03.918754"
"PSYC5116","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:40:03.920131"
"SCIF3000","4","Quality Education","Yes","4.4","Skills for employment","The course aims to ""enhance student employability through the development of desirable workplace skills"" and students will ""enhance their employability through experiential learning and engagement with authentic, meaningful work"", directly supporting this target.","2025-04-29 21:40:08.117183"
"SCIF3000","8","Decent Work and Economic Growth","Yes","8.6","Reduce youth unemployment","The course aims to ""enhance student employability through the development of desirable workplace skills"" and students will ""enhance their employability through experiential learning and engagement with authentic, meaningful work"", directly contributing to reducing youth unemployment by preparing students for the workforce.","2025-04-29 21:40:08.117253"
"SCIF3000","17","Partnerships for the Goals","Yes","17.17","Partnerships","The course explicitly involves ""a partner organisation within industry, government or the not-for-profit sectors"" and students work with ""industry client expectations"", directly demonstrating the formation and utilization of partnerships for achieving project outcomes, which aligns with the spirit of this target.","2025-04-29 21:40:08.117315"
"SCIF3000","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:40:08.118701"
"MINE8115","4","Quality Education","Yes","4.4","Skills for employment","The course aims to provide an introduction to generic concepts and techniques applied to mining systems, and students will learn to ""apply a systems approach in both the planning and ongoing management of a mining operation"" and ""Determine appropriate management strategies for each major component of a generic mining system"", which directly relates to developing skills for employment in the mining sector.","2025-04-29 21:40:13.022425"
"MINE8115","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:40:13.023782"
"MODL5111","4","Quality Education","Yes","4.4","Skills for employment","The course description explicitly states the course will ""help you to pursue a professional interpreter career, prepare you for professional certification exams, and gain more knowledge of the field practice and professional conduct,"" and lists ""valuable professional skills"" acquired, directly supporting the target of increasing the number of youth and adults with relevant skills for employment.","2025-04-29 21:40:16.412006"
"MODL5111","8","Decent Work and Economic Growth","Yes","8.5","Full and productive employment and decent work for all","The course description explicitly states the course will ""help you to pursue a professional interpreter career"" and prepare for ""professional certification exams,"" which directly contributes to promoting full and productive employment in the interpreting field.","2025-04-29 21:40:16.412060"
"MODL5111","10","Reduced Inequalities","Yes","10.2","Promote universal social, economic and political inclusion","The course focuses on interpreting, which facilitates communication across language barriers. While not explicitly stated as a goal, the core function of interpreting, as described by the course content (e.g., ""interpreting practice,"" ""multilingual and multicultural team""), inherently promotes inclusion by enabling participation for individuals who do not share a common language.","2025-04-29 21:40:16.412113"
"MODL5111","16","Peace, Justice and Strong Institutions","Yes","16.6","Develop effective, accountable and transparent institutions","The course includes learning outcomes and activities related to ""professional conduct,"" ""professionalism,"" and ""situational management"" in interpreting, and mentions simulations like ""Doctor-patient consultation simulation"" and ""Criminal investigation - police interview simulation."" While not explicitly about institutional reform, developing professional and ethical interpreting skills contributes to the effective and transparent functioning of institutions where language barriers exist.","2025-04-29 21:40:16.412173"
"MODL5111","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:40:16.413769"
"AGSM9138","4","Quality Education","Yes","4.4","Skills for employment","The course aims to ""further develop you for your professional career"" and is described as ""very useful preparatory course for the CFA, CA and CPA programs"" and ""helpful to those contemplating careers in business or strategic consulting, investment banking, security analysis, funds management, corporate finance and public accounting,"" explicitly linking the skills taught to gaining employment.","2025-04-29 21:40:19.688160"
"AGSM9138","8","Decent Work and Economic Growth","Yes","8.5","Full and productive employment and decent work for all women and men","The course aims to ""further develop you for your professional career"" and is described as ""very useful preparatory course for the CFA, CA and CPA programs"" and ""helpful to those contemplating careers in business or strategic consulting, investment banking, security analysis, funds management, corporate finance and public accounting,"" explicitly linking the skills taught to securing decent work.","2025-04-29 21:40:19.688244"
"AGSM9138","12","Responsible Consumption and Production","Yes","12.6","Integrate sustainability information into reporting cycle","Course Learning Outcome CLO5 is to ""Identify and assess environmental and sustainability considerations in valuation and portfolio construction,"" and Unit 4 explicitly covers ""The disclosure of ESG information is a key consideration,"" directly addressing the integration of sustainability information into financial analysis.","2025-04-29 21:40:19.688308"
"AGSM9138","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:40:19.689735"
"JURD7468","4","Quality Education","Yes","4.4","Skills for employment, decent jobs and entrepreneurship","The outline explicitly states the course provides ""high level skills of collaboration and oral communication"" and ""high level skills in written communication and argument development"" (CLO4, CLO5), which are skills relevant for employment.","2025-04-29 21:40:24.027627"
"JURD7468","10","Reduced Inequalities","Yes","10.3","Ensure equal opportunity and reduce inequalities of outcome","The outline mentions ""comparative case studies on... Indigenous peoples"" as a potential topic, which directly relates to addressing inequalities faced by Indigenous populations within the legal system.","2025-04-29 21:40:24.027674"
"JURD7468","16","Peace, Justice and Strong Institutions","Yes","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","The course aims to provide understanding of the ""foundational institutions and principles that underpin the Australian legal system"" and ""current legal issues"" (Course Description, Course Aims), which directly relates to promoting the rule of law and understanding the justice system.","2025-04-29 21:40:24.027729"
"JURD7468","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:40:24.028842"
"FINS5580","4","Quality Education","Yes","4.4","Skills for employment, decent jobs and entrepreneurship","The outline explicitly states ""Understand the working knowledge of basic contract theories"" and ""Analyse central issues in corporate finance using the framework of contract theories"" as Course Learning Outcomes, which are skills directly applicable to employment in the finance sector.","2025-04-29 21:40:27.885753"
"FINS5580","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:40:27.887110"
"MMAN2300","4","Quality Education","Yes","4.4","Skills for employment","The outline explicitly states the course ""provides essential knowledge and skills for students to analyse the kinematics and kinetics of rigid bodies and mechanical vibrations"" and aims to develop understanding ""important for analysing and designing mechanical systems and components,"" which are fundamental skills for mechanical engineering students, directly contributing to skills for employment in this field.","2025-04-29 21:40:30.196747"
"MMAN2300","9","Industry, Innovation and Infrastructure","Yes","9.5","Enhance research and upgrade industrial technologies","The course aims to develop understanding of mechanics and vibratory systems ""important for analysing and designing mechanical systems and components."" This knowledge is foundational for enhancing research and upgrading industrial technologies related to mechanical engineering, as the analysis and design of such systems are integral to industrial processes and infrastructure development.","2025-04-29 21:40:30.196795"
"MMAN2300","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:40:30.197787"
"CHEN6703","3","Good Health and Well-being","Yes","3.9","Reduce deaths and illnesses from hazardous chemicals and pollution","The group presentation assessment explicitly requires students to address ""safety concerns, and environmental issues raised from the products or processes involved"" in particle technology, which can include hazardous chemicals and pollution.","2025-04-29 21:40:35.786253"
"CHEN6703","4","Quality Education","Yes","4.4","Skills for employment","The course is a postgraduate/undergraduate level course in engineering, explicitly aiming to prepare students for the ""future of chemical and chemical product engineering"" and contributing to ""Engineers Australia, Professional Engineer Stage 1 Competencies,"" directly supporting the development of skills for employment.","2025-04-29 21:40:35.786305"
"CHEN6703","6","Clean Water and Sanitation","Yes","6.3","Improve water quality","The course description explicitly states that particles occur in processes related to ""water,"" and the course explores ""advanced particle processes for a wide range of applications,"" which could include water treatment, directly supporting improving water quality.","2025-04-29 21:40:35.786356"
"CHEN6703","7","Affordable and Clean Energy","Yes","7.1","Access to affordable, reliable and modern energy","The course description explicitly states that particles occur in processes related to ""energy,"" and the course explores ""advanced particle applications: (c) Energy,"" directly supporting the development of technologies for energy access.","2025-04-29 21:40:35.786392"
"CHEN6703","9","Industry, Innovation and Infrastructure","Yes","9.5","Enhance scientific research, upgrade technological capabilities","The course is an ""Advanced Particle Systems Engineering"" course that aims to introduce students to ""current advances in the synthesis, characterization, separation, and applications of particles,"" including ""nanotechnology and advanced particle synthesis,"" directly contributing to enhancing scientific research and technological capabilities.","2025-04-29 21:40:35.786436"
"CHEN6703","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:40:35.787777"
"ZEIT4006","4","Quality Education","Yes","4.4","Skills for employment","The course aims to ""introduce you to the basic principles, theory and applications of the major non-destructive inspection (NDI) techniques employed in the manufacturing and maintenance environments in industry"" and students will ""be able to apply the techniques of Fracture Mechanics and Fatigue analysis for assessing the structural integrity of components"". This directly aligns with developing skills for employment in specific industries.","2025-04-29 21:40:41.414431"
"ZEIT4006","9","Industry, Innovation and Infrastructure","Yes","9.4","Upgrade infrastructure and retrofit industries","The course focuses on ""Structural Integrity Assessment"" using ""non-destructive inspection (NDI) techniques employed in the manufacturing and maintenance environments in industry"" and ""damage tolerance, durability assessment and fatigue life estimation"". This directly contributes to maintaining and potentially upgrading existing infrastructure and industrial components by assessing their integrity and predicting their lifespan.","2025-04-29 21:40:41.414449"
"ZEIT4006","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:40:41.414996"
"CVEN4201","4","Quality Education","Yes","4.4","Skills for employment","The course aims ""To enable you to be able to perform basic designs in rock including foundations, slope stability and tunnel designs"" and ""To give you some experience in using computer software to assess the stability of a slope and various remediation measures"", which are practical skills directly applicable to engineering employment.","2025-04-29 21:40:43.854256"
"CVEN4201","9","Industry, Innovation and Infrastructure","Yes","9.1","Develop quality, reliable, sustainable and resilient infrastructure","The course focuses on ""the theory and design of rock engineering including methods for describing, recording and presenting features of rock masses"" and ""basic designs in rock including foundations, slope stability and tunnel designs"", which are fundamental aspects of developing resilient infrastructure.","2025-04-29 21:40:43.854319"
"CVEN4201","11","Sustainable Cities and Communities","Yes","11.5","Reduce the adverse per capita environmental impact of cities","The course covers ""site investigations for landslides and slope stabilisation techniques"" and ""methods for stabilising slopes"", which are directly relevant to reducing the impact of natural disasters like landslides on communities.","2025-04-29 21:40:43.854380"
"CVEN4201","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:40:43.855744"
"PHCM9518","3","Good Health and Well-being","Yes","3.b","Support the research and development of vaccines and medicines","The course description states a core task is to ""understand what causes adverse health outcomes and ‘what works’ to improve population health"" and focuses on ""methods used to answer causal questions"" in public health research. This directly supports the research and development needed to understand health outcomes and evaluate interventions like vaccines and medicines.","2025-04-29 21:40:46.721817"
"PHCM9518","4","Quality Education","Yes","4.7","Education for sustainable development and global citizenship","The course aims to enable students to ""apply and critically evaluate the use of epidemiological methods to answer causal questions, which is relevant to public health policy and practice decision-making and the design, conduct and reporting of epidemiological research to inform and evaluate public health policy and practice"". This focus on informing policy and practice for population health contributes to the knowledge needed for sustainable development in the health sector.","2025-04-29 21:40:46.721989"
"PHCM9518","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:40:46.723255"
"MNGT5202","4","Quality Education","Yes","4.4","Skills for employment, decent jobs and entrepreneurship","The course description states it ""provides exposure to both the fundamentals of business innovation and the practical aspects of identifying, evaluating and moving business ideas forward"" and aims to ""help you develop your confidence, your products, your pitch, and your funding to help get you started on the road to your startup success,"" directly supporting the development of skills for entrepreneurship.","2025-04-29 21:40:52.792478"
"MNGT5202","8","Decent Work and Economic Growth","Yes","8.3","Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services.","The course description explicitly focuses on ""Entrepreneurship and Innovation,"" providing ""exposure to both the fundamentals of business innovation and the practical aspects of identifying, evaluating and moving business ideas forward,"" and aims to help students ""get you started on the road to your startup success,"" directly promoting entrepreneurship and the potential for creating micro-, small-, and medium-sized enterprises.","2025-04-29 21:40:52.792573"
"MNGT5202","9","Industry, Innovation and Infrastructure","Yes","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, inter alia, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending.","The course is titled ""Entrepreneurship and Innovation"" and explicitly covers ""the innovation associated with entrepreneurship,"" ""fundamentals of business innovation,"" ""startup innovation,"" and ""digital innovation,"" directly contributing to enhancing innovation capabilities.","2025-04-29 21:40:52.792646"
"MNGT5202","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:40:52.793971"
"ARTS2121","4","Quality Education","Yes","4.7","Education for sustainable development and global citizenship","The course description states students will ""explore how artists create performances that engage audiences in contemporary debates of our time"" including ""race relations, gender issues, and our engagement with animals, machines and the environment,"" which directly relates to promoting knowledge and skills for sustainable development and global citizenship through the lens of theatre.","2025-04-29 21:40:57.896039"
"ARTS2121","5","Gender Equality","Yes","5.1","End discrimination against women and girls","The course description explicitly mentions exploring how performance is ""intervening in... gender issues,"" indicating a focus on understanding and potentially challenging gender inequality through theatre.","2025-04-29 21:40:57.896075"
"ARTS2121","10","Reduced Inequalities","Yes","10.2","Promote social, economic and political inclusion","The course description explicitly mentions exploring how performance is ""intervening in race relations"" and ""gender issues,"" directly addressing the understanding and potential reduction of inequalities based on race and gender.","2025-04-29 21:40:57.896112"
"ARTS2121","15","Life on Land","Yes","15.1","Conservation and sustainable use of terrestrial and inland freshwater ecosystems","The course description explicitly mentions exploring ""our engagement with animals... and the environment,"" indicating a focus on human interaction with terrestrial life and ecosystems through performance.","2025-04-29 21:40:57.896148"
"ARTS2121","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:40:57.897185"
"LAWS1075","4","Quality Education","Yes","4.4","Skills for employment","The outline explicitly states the course aims to ""provide future lawyers with the knowledge needed to negotiate, draft and interpret contractual documents"" and develops ""reading, reasoning, writing and speaking skills required of any law graduate,"" directly contributing to skills for employment.","2025-04-29 21:41:01.672791"
"LAWS1075","16","Peace, Justice and Strong Institutions","Yes","16.3","Rule of law","The outline focuses on ""understanding the nature, significance and operation of legal agreements"" and examining ""the method of the common law,"" including ""determining to what extent precedent binds"" and applying legal principles, which directly supports the rule of law.","2025-04-29 21:41:01.672872"
"LAWS1075","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:41:01.674377"
"COMP9211","4","Quality Education","Yes","4.4","Increase the number of people who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship.","The course aims to ""equip students with the skills and knowledge necessary to tackle challenges in the field of computer architecture and prepares students for careers in areas such as computer engineering, computer science, and system design,"" directly supporting the development of relevant skills for employment.","2025-04-29 21:41:06.349607"
"COMP9211","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:41:06.350917"
"MDIA5030","4","Quality Education","Yes","4.4","Skills for employment","The outline explicitly states the course aims to ""develop, hone and consolidate disciplinary skills and knowledge gained in the fields of PR and advertising, specifically in relation to the practice of brand management"" and that these ""theories and techniques will ultimately make you a better brand manager,"" directly supporting the development of skills for employment in these fields.","2025-04-29 21:41:09.353383"
"MDIA5030","8","Decent Work and Economic Growth","Yes","8.5","Full and productive employment and decent work for all women and men","The course aims to build ""advanced disciplinary knowledge of brand management, and its central role and function in the fields of PR and advertising"" and states it is a ""Practice Pathway core subject for the Master of PR and Advertising,"" indicating a focus on preparing students for professional roles in these industries, contributing to productive employment.","2025-04-29 21:41:09.353483"
"MDIA5030","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:41:09.355859"
"BENV7307","4","Quality Education","Yes","4.4","Skills for employment","The outline states the course ""aims to impart an understanding of... some of the essential skills in producing publication-quality text"" and includes learning outcomes like ""Prepare publication-quality text"" and ""Create new work that demonstrates a capacity to analyse, evaluate, articulate and synthesise complex ideas and concepts... as coherent written text,"" which directly relate to developing skills relevant for employment in fields requiring writing about the built environment.","2025-04-29 21:41:15.086440"
"BENV7307","5","Gender Equality","Yes","5.1","End discrimination against women and girls","The course schedule explicitly includes a lecture on ""Gender and the City: modernism, masculinism and collective space,"" indicating a direct engagement with issues of gender in the context of urban environments and potentially addressing discrimination through analysis and discussion.","2025-04-29 21:41:15.086489"
"BENV7307","11","Sustainable Cities and Communities","Yes","11.3","Inclusive and sustainable urbanization","The course description states it addresses ""questions of demotic engagement in the shaping of the built environment"" and aims to impart an understanding of ""how words are used in shaping cities,"" directly relating to the processes of urbanization and potentially contributing to more inclusive shaping through public discourse.","2025-04-29 21:41:15.086543"
"BENV7307","16","Peace, Justice and Strong Institutions","Yes","16.10","Public access to information and fundamental freedoms","The course description highlights the importance of ""popular debate"" and the lack of architectural criticism in media, implying a focus on the role of writing in public discourse about the built environment, which aligns with promoting public access to information and potentially supporting fundamental freedoms related to expression on urban matters.","2025-04-29 21:41:15.086594"
"BENV7307","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:41:15.087813"
"FINS5566","4","Quality Education","Yes","4.4","Skills for employment","The outline explicitly states the course aims to ""Develop skills in statistical analysis, modeling, and data interpretation for trading strategy development"" and that students will acquire ""skills to analyse financial data, assess market dynamics, manage risks, and evaluate the performance of trading strategies"". These are directly applicable skills for employment in the financial sector.","2025-04-29 21:41:19.086635"
"FINS5566","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:41:19.087643"
"DART2241","4","Quality Education","Yes","4.4","Skills for employment, decent jobs and entrepreneurship","The course aims to ""allow students to consider the kind of professional moving image practitioner they want to be and where they position their work in the field"" and focuses on ""creative leadership in realising an individual project and to professional presentation of creative work,"" directly supporting the development of skills relevant to employment and professional practice in media arts.","2025-04-29 21:41:22.765467"
"DART2241","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:41:22.766192"
"EDST5114","4","Quality Education","Yes","4.c","Increase the supply of qualified teachers, including through international cooperation for teacher training in developing countries, especially least developed countries and small island developing States.","The course is a postgraduate level course in ""Curriculum and Assessment"" within the ""School of Education"", explicitly stating its focus on ""policies and practices...about curriculum and assessment"" and aiming to ""enhance understanding of the relationships between curriculum, assessment and reporting"" and ""Examine key issues and events that have informed curriculum and assessment change"". This directly contributes to increasing the supply of qualified teachers by providing advanced knowledge and skills in core educational areas.","2025-04-29 21:41:27.990011"
"EDST5114","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:41:27.991962"
"EDST6717","4","Quality Education","Yes","4.7","Education for sustainable development and global citizenship","The course explicitly aims to teach ""Aboriginal Studies in secondary contexts"" using ""relevant syllabus documents"" and emphasizes ""the role and value of Aboriginal Studies in the curriculum and the community."" This directly contributes to educating students about ""cultural diversity and of culture’s contribution to sustainable development"" as outlined in this target.","2025-04-29 21:41:32.495819"
"EDST6717","10","Reduced Inequalities","Yes","10.2","Promote universal social, economic and political inclusion","The course outline explicitly states a learning outcome (CLO2) to ""Evaluate how student characteristics affect learning and evaluate implications for teaching students with different characteristics and from diverse backgrounds"" and the assessment requires planning lessons for classes that ""would typically include: EAL/D students, Indigenous students, and students with various religious and cultural backgrounds."" This directly addresses promoting the inclusion of people ""of all ages, sex, disability, race, ethnicity, origin, religion or economic or other status"".","2025-04-29 21:41:32.495903"
"EDST6717","16","Peace, Justice and Strong Institutions","Yes","16.b","Promote and enforce non-discriminatory laws and policies for sustainable development","The course includes a learning outcome (CLO6) to ""Practise the ethical and professional values expected of teachers"" and lists ""Aboriginal and Torres Strait Islander Education"" as a National Priority Area Elaboration. Furthermore, it requires students to ""Demonstrate broad knowledge of, understanding of and respect for Aboriginal and Torres strait Islander histories, cultures, and languages"" (Australian Professional Standards for Teachers 2.4.1). While not explicitly mentioning laws or policies, teaching future educators to understand and respect Indigenous histories and cultures, and to practice ethical and professional values, is a foundational step towards promoting non-discriminatory practices within the education system, which is a key institution.","2025-04-29 21:41:32.495993"
"EDST6717","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 21:41:32.497211"
"DIET1001","3","Good Health and Well-being","Yes","3.4","Non-communicable diseases and mental health","The course aims to prepare students for a ""wide scope of practice in clinical settings"" and to ""explain the roles of nutritionists and dietitians within the Australian health system"". Dietitians play a direct role in preventing and managing non-communicable diseases through dietary advice and interventions, which is a core function within the health system.","2025-04-29 21:41:38.520747"
"DIET1001","4","Quality Education","Yes","4.4","Skills for employment","The course explicitly states it ""will prepare you for a wide scope of practice in clinical settings, industry, government and not-for-profit organisations"" and provides opportunities to ""explore your potential career options"" and ""develop the knowledge and skills throughout your professional life required to be expert in your field"". This directly aligns with developing skills for employment.","2025-04-29 21:41:38.520830"
"DIET1001","9","Industry, Innovation and Infrastructure","Yes","9.5","Research and upgrade industrial technologies","The course description explicitly mentions ""food innovation"" and preparing students for practice in ""industry"". Course Learning Outcome 3 is to ""Identify traditional and emerging areas of scope and practice for dietitians"", which includes industry settings where food innovation and technology are relevant.","2025-04-29 21:41:38.520893"
"DIET1001","12","Responsible Consumption and Production","Yes","12.8","Information for sustainable development and lifestyles","Course Learning Outcome 6 is to ""Develop basic food literacy and numeracy skills and begin to acquire the language of food in Australia"". The assessment ""Initial entry for the Virtual Supermarket Tour"" involves analyzing food and drink consumption and nutrition information. This directly contributes to providing individuals with information for sustainable lifestyles related to food choices.","2025-04-29 21:41:38.520961"
"DIET1001","13","Climate Action","Yes","13.3","Education, awareness-raising and human and institutional capacity on climate change mitigation, adaptation, impact reduction and early warning","The course description explicitly states that the program will prepare students for changes due to ""climate change"". This indicates that climate change and its implications for dietetic practice are addressed within the course content.","2025-04-29 21:41:38.521016"
